CPU Model,Popularity,eBay Listing,Price
AMD Ryzen 7,63,AMD Ryzen 7 2700X 3.7GHz 8Core 16Thread 105W Socket AM4 Support B450 B350 X370,62.0
AMD Ryzen 7,63,AMD Ryzen 7 7700 AM5 CPU processor R7 7700 3.8GHz 8-core 16-wire 32MB 65W,212.0
AMD Ryzen 7,63,AMD Ryzen™ 7 7700X Desktop Processor - Great Condtion,200.0
AMD Ryzen 7,63,AMD Ryzen 7 PRO 4750G AM4 R7 PRO 4750G Desktop 3.6GHz 8-core 65W CPU processor,119.8
AMD Ryzen 7,63,AMD Ryzen 7 PRO 4750G AM4 CPU Processor R7 PRO 4750G Desktop 3.6GHz 8Core 65W,125.0
AMD Ryzen 7,63,"NEW LISTINGAMD Ryzen 7 2700 CPU (3.2 GHz, 8 Cores, 16 Thread, Socket AM4)",0.99
AMD Ryzen 7,63,*New* AMD Ryzen 7 5700G Desktop Processor 8-Core 16-Thread with Radeon Graphics,155.0
AMD Ryzen 7,63,"""Ryzen 7 5700 8-Core, 16-Thread Desktop Processor""",173.76
AMD Ryzen 7,63,NEW LISTINGNew Beelink Erq5 AMD Ryzen 7 5650U,210.0
Intel i5,72,"Open Box Intel Core i5-13600KF Processor (5.1 GHz, 14 Cores, LGA 1700) SRMBE",189.94
Intel i5,72,NEW LISTINGIntel Core i5-12400 SRL4V 2.50GHz 6-Core LGA1700 CPU Tested Read,109.99
Intel i5,72,Intel Core i5-7500 SR335 3.40GHz Processor | Grade A,30.0
Intel i5,72,NEW - Intel Core i5-7600 3.5 GHz Quad-Core LGA 1151 Processor,49.99
Intel i5,72,"Intel Core i5 Unlocked Processor, 13600K 13th Gen LGA1700",189.99
Intel i5,72,Intel Core 14th Gen i5-14500T 1.7 GHz up to 4.8GHz 14-core 24 MB cache,149.0
Intel i5,72,Intel Core i5-10600KF 6 Cores 4.1 GHz LGA 1200 CPU Processor BX8070110600KF,109.99
Intel i5,72,NEW LISTINGIntel Core i5-13400 Processor 2.5GHz 10-Cores LGA 1700 (BX8071513400),129.99
Intel i5,72,Intel Core i5-12600KF Processor 4.9 GHz 10 Cores LGA1700 Unlocked New Sealed,133.9
Intel i5,72,Intel Core i5-10400 @2.90GHz Desktop Chip CPU Processor,43.0
Intel i5,72,Intel Core i5-12400F 12th Gen Alder Lake 18MB Cache up to 4.40 GHz BX8071512400F,113.59
Intel i5,72,Intel Core i5-12600KF Processor 4.9 GHz 10 Cores LGA1700 - Factory Sealed,124.99
Intel i5,72,Intel Core i5-13400F Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB,210.6
Intel i5,72,Intel Core i5-12400 - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W,208.87
Intel i5,72,INTEL CORE I5-8600 SR3X0 3.10GHz FCLGA1151 CPU Processor,49.99
Intel i5,72,Intel Core i5-12400F - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W,166.84
Intel i5,72,Intel Core i5-8500 3.00Ghz 6-Core 9 MB LGA 1151 CPU P/N: SR3XE Tested Working,46.99
Intel i5,72,Intel Core i5-4690 3.5GHz SR1QH Quad Core Socket LGA 1150 CPU Processors,23.9
Intel i5,72,Intel Core i5-6500 Quad-Core Processor 3.2 GHz 6MB LGA1151,99.99
Intel i5,72,NEW LISTINGIntel Core i5 7500 3.40GHz Quad Core LGA 1151 Processor CPU 3.4 GHz SR335,29.99
Intel i5,72,INTEL CORE I5-6400 3.30GHz FCLGA1151 CPU Processor,23.95
Intel i5,72,"Intel Core i5-14400, 10-Core / 16-Thread 65W CPU with iGPU - LGA1700",154.94
Intel i5,72,Intel Core i5-14600K Unlocked Desktop Processor,254.69
Intel i5,72,Intel Core i5-7500 3.40GHz 4-Core 6MB LGA1151 CPU Processore (SR335) Tested!,27.95
Intel i5,72,Intel BX8070110400F Core i5-10400F Desktop Processor 6 Cores up to 4.3 GHz,89.0
Intel i5,72,Intel Core i5-6500 3.20GHz LGA1151 SR2L6 Processor,25.0
Intel i5,72,Intel Core i5-11600KF 6Cores 12Threads 125W LGA1200 SRKNV 3.90GHz CPU processor,107.8
Intel i5,72,Intel i5-4690K Core SR21A 3.5GHz Quad-Core Desktop Processor LGA 1150 CPU,30.88
Intel i5,72,"NEW LISTINGIntel Core i5-12600KF Processor (4.9 GHz, 10 Cores, LGA1700) Unlocked",134.99
Intel i5,72,Intel Core i5-13400F 2.5 / 4.6 GHz 10-core Processor BX8071513400F (SRMBG) w Fan,140.0
Intel i5,72,(new in box) Intel Core i5 12490F 6-core 3.0G Alder Lake LGA1700 CPU processor,138.0
Intel i5,72,Intel Core i5-13400 Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB,256.22
Intel i5,72,Intel Core i5-13400 Desktop Processor 10 cores (6 P-cores + 4 E-cores) 20MB Cach,110.0
Intel i5,72,**Quantity 7** Intel Core i5-9600 3.10GHz Computer Processor,290.0
Intel i5,72,Intel Core i5-14600K 3.5GHz 14-Core 20-Thread CPU,172.5
Intel i5,72,"Intel Core i5-13400F Processor (2.5 GHz, 10-Core, LGA 1700) - BX8071513400F",110.0
Intel i5,72,NEW LISTINGIntel Core i5 - 7500 / SR335 3.40GHz 6MB 4-Core CPU LGA1151,29.99
Intel i5,72,Intel Core i5-11400 LGA 1200-6 Cores up to 4.4GHz Desktop Processor BX8070811400,139.59
Intel i5,72,Intel Core i5-14400F - Core i5 14th Gen Raptor Lake 10-Core (6P+4E) LGA 1700 65W,225.28
Intel i5,72,Intel Core i5-7500 3.40GHz Processor SR335 LGA 1151 Quad-Core CPU,34.99
Intel i5,72,"NEW LISTINGIntel Core i5 Unlocked Processor, 13400F 13th Gen LGA1700",150.0
Intel i5,72,Intel Core i5-4590T SR1S6 2.00GHz Socket LGA1150 CPU processor,25.0
Intel i5,72,NEW LISTINGNEW Intel Core i5-13500 @2.50GHz SRMBM 14-Core FCLGA1700 CPU Processor,179.95
Intel i5,72,"Intel Core i5-14400F Processor, 10-Core / 16-Thread, LGA 1700 CPU",139.94
Intel i5,72,Intel Core i5-6500 3.20GHz 4-Core 6MB LGA1151 CPU Processor (SR2L6) Tested!,21.9
Intel i5,72,"NEW LISTINGIntel Core i5-12600KF Processor (4.9 GHz, 10 Cores, LGA1700)",30.0
Intel i5,72,Intel Core i5-3330 3GHz SR0RQ LGA1155,6.95
Intel i5,72,NEW LISTINGIntel Core i5-6500 3.20GHz 4-Core 6MB LGA 1151 Desktop CPU Processor (SR2BX),24.2
Intel i5,72,NEW LISTING5 INTEL Core SR335 i5-7500 3.40GHZ GA1151 CPU.,135.99
Intel i5,72,NEW LISTINGIntel Core i5-9400 @2.90GHz Desktop Chip CPU Processor,29.99
Intel i5,72,NEW LISTINGINTEL i5-6400 QUAD CORE LGA1151 2.70GHz PROCESSOR TDP 65W SR2L7 *TESTED*,23.0
Intel i5,72,Intel i5-4690 Core 3.5GHz SR1QH Quad Core Socket LGA 1150 CPU Processors,24.7
Intel i5,72,Intel Core i5-12600KF Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked,143.99
Intel i5,72,NEW LISTINGIntel Core i5-12500T 2.0GHz LGA1700 18MB 6-Core Desktop Processor CPU SRL5W,110.0
Intel i5,72,Intel Core i5-13500T SRMBQ 4.60 Ghz Desktop CPU Turbo Boost *km,149.99
Intel i5,72,NEW LISTINGIntel Core i5-6500 3.20GHz 4-Core 6MB LGA1151 CPU Processor (SR2L6) Tested!,24.99
Intel i5,72,Intel Core i5-13500T SRMBQ Used,138.0
Intel i5,72,Intel Core i5-14600K LGA 1700 3.5GHz 14-Core 20-Thread CPU (BX8071514600K),145.5
Intel i5,72,Intel Core i5 i5-4570S Quad-core (4 Core) 2.90 GHz Processor,94.12
Intel i5,72,Intel Core i5-14500 - Core i5 14th Gen Raptor Lake 14-Core (6P+8E) LGA 1700 65W,326.3
